tt_num,ccat_before,ccat_after,symp_before,symp_after,cc_before,cc_after,rc_before,rc_after
1-11017945274,null,LocalAccess,Frequent disconnection,Frequent disconnection,null,DP Jumper Wrong Pair,null,DP_Re-jumper
1-11017965415,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-11017968807,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,Connector_Replaced
1-11017969500,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise TMUC
1-11017974205,null,Customer,Line Disconnect,Line Disconnect,null,Customer Defer Appointment,null,Advise Customer
1-11017974371,null,TM_CPE,Slow throughput (local),Slow throughput (local),null,TM_CPE_PG Faulty,null,PG_Replaced
1-11017974494,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-11017978089,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,Power Adaptor Replaced
1-11017988973,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11018007957,null,System,Wireless intermittent,Wireless intermittent,null,NOVA_Re-Fire,null,Resolved_By_NOVA
1-11018024485,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11018029112,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11018031846,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-11018044695,null,CLEAR WHILE LOCALISING,Line Disconnect,Line Disconnect,null,CWL USING END-END TESTING,null,CWL CANNOT GET CUSTOMER
1-11018052320,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Hang,null,ONU_Reset
1-11018065314,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-11018097596,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Reset
1-11018098229,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-11018121912,null,TM_CPE,Slow downloading rate,Slow downloading rate,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-11018133575,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-11018154913,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11018162047,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11018162663,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Core Break,null,D/S Fiber cable replaced
1-11018192448,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_GE port faulty,null,VLAN changed
1-11018203464,null,BTU,Cannot browse all website,Cannot browse all website,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11018203751,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Low Signal,null,FDP_Repaired
1-11018203857,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11018214143,null,Access Network,Slow downloading rate,Slow downloading rate,null,EQMT_GE port faulty,null,VLAN changed
1-11018233768,null,LocalAccess,Frequent disconnection,Frequent disconnection,null,D/S Pair Faulty,null,D/S Pair Changed
1-11018240505,null,IPTV Platform,Login IPTV_Fail,Login IPTV_Fail,null,User_Account,null,Resolved_By_HBC
1-11018271919,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Normalise_CPE Connection
1-11018281660,null,LocalAccess,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,D/S Pair Faulty,null,D/S Pair Changed
1-11018287535,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11018287891,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11018292927,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise TMUC
1-11018293531,null,Customer,Intermittent,Intermittent,null,Customer_Cancel TT,null,Advise Customer
1-11018312904,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11018313141,null,TM_CPE,Error_901004,Error_901004,null,TM_CPE_STB Hang,null,STB_Replaced
1-11018313874,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDC_High Loss,null,D/S Fiber cable replaced
1-11018350121,null,Customer,Slow browsing all webs,Slow browsing all webs,null,Customer Defer Appointment,null,Advise Customer
1-11018361176,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Resolved_By_Vendor
1-11018372068,null,Customer,Slow streaming,Slow streaming,null,Clear While Localising,null,Advise Customer
1-11018372179,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Changed
1-11018388722,null,TM_CPE,Slow downloading rate,Slow downloading rate,null,TM_CPE_PG_Wireless Coverage,null,PG_Replaced
1-11018413098,null,Access Network,Line Disconnect,Line Disconnect,null,Auto-Reset faulty,null,Port Reset
1-11018413369,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11018413601,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-11018450971,null,Customer,Intermittent,Intermittent,null,Clear While Localising,null,Advise Customer
1-11018453882,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,Power Adaptor Replaced
1-11018462091,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11018563882,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB Hang,null,PG_Reset
1-11018574914,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11018583341,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Repaired
1-11018590421,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11019114655,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-11019183439,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,ONU_Replaced
1-11019185335,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,D/S Fiber cable restored
1-11019216153,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Core Break,null,E/S Fiber cable replaced
1-11019230230,null,Access Network,No Dial Tone,No Dial Tone,null,EQMT_MSAN configuration lost,null,MSAN reconfigured
1-11019340614,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Normalise_CPE Connection
1-11019351003,null,Customer,Slow Browsing,Slow Browsing,null,Customer_Tie\Riser Low Quality,null,Advise Customer
1-11019372965,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Faulty,null,ONU_Replaced
1-11019388777,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber replaced
1-11019435485,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11019435485,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11019462415,null,Access Network,No Dial Tone,No Dial Tone,null,EQMT_VLAN problem,null,Re-activate
1-11019472915,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11019509265,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,CUST CONFIRM CCT UP&SATISFIED
1-11019546374,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDC_Patching,null,FDP_Repaired
1-11019603165,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,Connector_Replaced
1-11019620055,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Reset
1-11019620055,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Reset
1-11019631104,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11019632643,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-11019634955,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber replaced
1-11019663628,null,Customer,Cannot browse all website,Cannot browse all website,null,Cust_PC Issue/Faulty,null,Advise Customer
1-11019663835,null,TM_CPE,ME_Line intermittent,ME_Line intermittent,null,TM_CPE_PG_Wireless Faulty,null,Change Wireless Channel Mode
1-11019674701,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11019675672,null,Customer,Line Disconnect,Line Disconnect,null,PG_Faulty,null,Advise Customer
1-11019683468,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-11019731197,null,LocalAccess,Line Disconnect,Line Disconnect,null,Jumper Faulty,null,Jumper Changed
1-11019736294,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDC_Patching,null,Patching_Patch Cord Replaced
1-11019757118,null,Customer,Blank Screen_All Channel,Blank Screen_All Channel,null,Customer_Cancel TT,null,Advise TMUC
1-11019845774,null,Customer,Configuration,Configuration,null,Customer_Cancel TT,null,Advise Customer
1-11019850074,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11019884019,null,Customer,No Dial Tone,No Dial Tone,null,Other_Fault,null,Advise Customer
1-11019921746,null,BTU,Intermittent,Intermittent,null,ONU_Hang,null,ONU_Reset
1-11019921848,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11019964377,null,Customer,Line Disconnect,Line Disconnect,null,PG_Faulty,null,Advise Customer
1-11019975925,null,Customer,Line Disconnect,Line Disconnect,null,Wrongly Report,null,Advise TMUC
1-11019976034,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,E/S Fiber cable replaced
1-11019977249,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11019986021,null,Customer,Frequent disconnection,Frequent disconnection,null,Clear While Localising,null,Advise Customer
1-11020034063,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-11020080785,null,RIGHT WHEN TESTED,Frequent disconnection,Frequent disconnection,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11020101085,null,RIGHT WHEN TESTED,Slow throughput (int),Slow throughput (int),null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11020156426,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11020158683,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11020179403,null,BTU,Wireless not detected,Wireless not detected,null,ONU_Faulty,null,ONU_Reset
1-11020214085,null,Customer,Wireless not detected,Wireless not detected,null,Customer_Cancel TT,null,Advise Customer
1-11020219296,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11020219469,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-11020219554,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,PG_Faulty,null,Advise Customer
1-11020245280,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_GE port faulty,null,Port Reset
1-11020250510,null,Customer,Slow Browsing,Slow Browsing,null,Other_Fault,null,Advise Customer
1-11020250764,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11020268902,null,Customer,Frequent disconnection,Frequent disconnection,null,Other_Fault,null,Advise Customer
1-11020269562,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-11020307175,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11020358084,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Changed
1-11020417795,null,TM_CPE,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-11020427888,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Reset
1-11020494655,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11020523287,null,LocalAccess,Line Disconnect,Line Disconnect,null,FOC_E/S Core Break,null,FOC_E/S cable restored
1-11020597778,null,LocalAccess,Frequent disconnection,Frequent disconnection,null,D/S Pair Faulty,null,D/S Cable Replaced
1-11020609229,null,Major Outage,Engage tone,Engage tone,null,Information Incomplete,null,Problem_Restored
1-11020609341,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-11020610444,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11020621973,null,TM_CPE,Line Disconnect,Line Disconnect,null,CCS CPE Configured,null,PG_Config_Changed
1-11020633182,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,TM_CPE_PG Faulty,null,PG_Config_Changed
1-11020633652,null,TM_CPE,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,TM_CPE_Phone_Power adapt. prob,null,Dect Phone Replaced
1-11020633970,null,TM_CPE,Slow downloading rate,Slow downloading rate,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11020670104,null,Customer,Line down,Line down,null,PG_Faulty,null,Customer_Reconnect CPE
1-11020672885,null,Customer,Line Disconnect,Line Disconnect,null,Customer Defer Appointment,null,Advise Customer
1-11020713892,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage by pest,null,D/S Fiber cable replaced
1-11020745483,null,Customer,Line Disconnect,Line Disconnect,null,STB_Faulty,null,Advise Customer
1-11020822775,null,TM_CPE,Blank Screen_All Channel,Blank Screen_All Channel,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11020822961,null,TM_CPE,VoBB Down,VoBB Down,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-11020840016,null,Customer,Engage tone,Engage tone,null,Customer_Behaviour,null,Advise Customer
1-11020845747,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Replaced
1-11020851222,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Internal Fiber,null,Resolved_By_Vendor
1-11020865085,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11020875639,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11020881458,null,LocalAccess,Line Disconnect,Line Disconnect,null,FOC_E/S Cable ForceMajure,null,FOC_E/S core changed
1-11020901171,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11020914375,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11020914712,null,TM_CPE,No audio_All Live TV,No audio_All Live TV,null,TM_CPE_STB_Cable_HDMI,null,STB_Cable_Replaced
1-11020927275,null,Customer,Line Disconnect,Line Disconnect,null,PG_Faulty,null,Others
1-11020955530,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11020972104,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-11020973791,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDC_Patching,null,Patching_Fiber Normalised
1-11020993091,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-11021019935,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11021160808,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11021170664,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11021213416,null,TM_CPE,Blank Screen_All Channel,Blank Screen_All Channel,null,TM_CPE_STB Hang,null,STB_Reset
1-11021214969,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,Power Adaptor Replaced
1-11021252165,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Replaced
1-11021293495,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11021294686,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-11021294772,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-11021294844,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-11021294926,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-11021350842,null,Customer,Frequent disconnection,Frequent disconnection,null,Clear While Localising,null,Advise Customer
1-11021423504,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-11021499213,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Normalise_CPE Connection
1-11021506339,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11021525863,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11021557897,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-11021582633,null,Customer,No Dial Tone,No Dial Tone,null,Customer_Behaviour,null,Normalise_CPE Connection
1-11021600095,null,LocalAccess,Slow browsing all webs,Slow browsing all webs,null,D/S Pair Faulty,null,D/S Pair Changed
1-11021606235,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDC_Patching,null,FDP_Repaired
1-11021606691,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11021618868,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-11021619278,null,Customer,Intermittent,Intermittent,null,Customer_IW Copper,null,Advise Customer
1-11021619499,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Replaced
1-11021635398,null,Customer,Slow downloading rate,Slow downloading rate,null,Cust_PC Issue/Faulty,null,Advise Customer
1-11021637896,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-11021659526,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11021687696,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,DP_Re-jumper
1-11021706430,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11021707529,null,BTU,Cannot browse all website,Cannot browse all website,null,ONU_Faulty,null,ONU_Reset
1-11021714805,null,RIGHT WHEN TESTED,Slow throughput (int),Slow throughput (int),null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11021719170,null,TM_CPE,Slow Browsing,Slow Browsing,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11021773485,null,TM_CPE,Intermittent,Intermittent,null,CCS CPE Configured,null,TM_CPE_PG Config Problem
1-11021777058,null,Customer,No Dial Tone,No Dial Tone,null,Dect_Phone_Faulty,null,Advise Customer
1-11021814924,null,Customer,No Dial Tone,No Dial Tone,null,Other_Fault,null,Advise Customer
1-11021839007,null,Customer,Line Disconnect,Line Disconnect,null,Cust_TV set Issue/Faulty,null,Advise Customer
1-11021854780,null,BTU,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11021873581,null,CPE,No Dial Tone,No Dial Tone,null,No Fault Found,null,Adv_Cust
1-11021884029,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber replaced
1-11021921990,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Others
1-11021926177,null,Customer,Engage tone,Engage tone,null,Clear While Localising,null,Advise Customer
1-11021929501,null,BTU,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11021997223,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11022001506,null,TM_CPE,Slow browsing all webs,Slow browsing all webs,null,TM_CPE_STB Hang,null,PG_Reset
1-11022007694,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11022066674,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11022067063,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Patching,null,Patching_Connector Repatched
1-11022072795,null,Customer,Frequent disconnection,Frequent disconnection,null,Cust Premise Equipment Problem,null,Normalise_CPE Connection
1-11022093326,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Reset
1-11022125943,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11022146716,null,BTU,ME_Customer CPE prob,ME_Customer CPE prob,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11022191069,null,Customer,No Dial Tone,No Dial Tone,null,Cust Premise Equipment Problem,null,Advise Customer
1-11022200559,null,Customer,Frequent disconnection,Frequent disconnection,null,PG_Faulty,null,Advise Customer
1-11022206120,null,Customer,Intermittent,Intermittent,null,Customer_Cancel TT,null,Others
1-11022243199,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,CCS CPE Configured,null,PG_Config_Changed
1-11022247623,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Internal Fiber,null,Others
1-11022254554,null,Access Network,Intermittent,Intermittent,null,EQMT_MSAN POTS card faulty,null,Port Change
1-11022257481,null,Customer,Frequent disconnection,Frequent disconnection,null,Customer_IW Copper,null,Advise Customer
1-11022293674,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11022294352,null,TM_CPE,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-11022301841,null,Customer,Slow downloading rate,Slow downloading rate,null,Customer_Cancel TT,null,Advise TMUC
1-11022315221,null,Customer,Intermittent,Intermittent,null,Customer_Not Reachable,null,Advise Customer
1-11022315387,null,Customer,Call Failure - outgoing,Call Failure - outgoing,null,Customer_Cancel TT,null,Advise Customer
1-11022335582,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-11022360581,null,BTU,Engage tone,Engage tone,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11022396432,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11022397992,null,Customer,Line Disconnect,Line Disconnect,null,Dect_Phone_Faulty,null,Advise Customer
1-11022483506,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11022519418,null,Customer,No Dial Tone,No Dial Tone,null,Other_Fault,null,Advise Customer
1-11022538921,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Internal Fiber,null,Int._Wiring Replaced/Repaired
1-11022547579,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11022581658,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Faulty,null,PG_Reset
1-11022589842,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Customer_Behaviour,null,Normalise_CPE Connection
1-11022590044,null,Customer,Wireless frequent disconn.,Wireless frequent disconn.,null,PG_Faulty,null,Advise Customer
1-11022600077,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11022659827,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG_Wireless Coverage,null,PG_Reset
1-11022666911,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Normalise_CPE Connection
1-11022716299,null,BTU,Call Failure - incoming,Call Failure - incoming,null,ONU_Hang,null,ONU_Replaced
1-11022743292,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-11022800395,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-11022814677,null,Customer,Unable to Fax,Unable to Fax,null,Other_Fault,null,Others
1-11022823910,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Other_Fault,null,Normalise_CPE Connection
1-11022832835,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11022841816,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11022849066,null,BTU,Dect phone battery leaked,Dect phone battery leaked,null,ONU_Missing Config,null,ONU_Replaced
1-11022860773,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11022871004,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Internal Fiber,null,Int._Wiring Replaced/Repaired
1-11022899965,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-11022920064,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11022949421,null,LocalAccess,Line Disconnect,Line Disconnect,null,DP Jumper Faulty,null,E/S Fiber cable replaced
1-11022960307,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11022960329,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11023067283,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-11023127398,null,Customer,Wireless signal low,Wireless signal low,null,No Wireless Coverage,null,Advise Customer
1-11023132011,null,Customer,Wireless signal low,Wireless signal low,null,PG_Faulty,null,Advise Customer
1-11023159631,null,Customer,Blank Screen_All Channel,Blank Screen_All Channel,null,STB_Faulty,null,Advise Customer
1-11023180196,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Customer Abroad
1-11023184727,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Hang,null,Change Wireless Channel Mode
1-11023184781,null,TM_CPE,Slow browsing all webs,Slow browsing all webs,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11023194587,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-11023200173,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
